Locality,Type,Price,Rooms,Living area(m2),Plot(m2),Installed Kitchen,Furnished,Fireplace,Terrace,Terrace Surface(m2),Garden,Garden Surface(m2),No.Facades,Swimming Pool,Condition,Construction Year,Energy Label
Zwevegem,House,545000€,3,234,579,0,,,1,24,,,3,,,2023,A
Huppaye,House,300000€,3,100,542,0,,,1,40,1,200,3,,Just renovated,,F
Schaarbeek,Apartment-block,519000€,4,200,180,1,0,,1,3,1,90,2,0,Good,1930,E
Wondelgem,House,449000€,3,165,199,0,,,1,20,1,150,3,,As new,1950,C
Leuven-heverlee,House,525000€,4,200,480,0,0,,1,20,,,4,0,To renovate,1967,E
Hasselt,House,524000€,3,225,509,,0,,,,,,3,0,Good,2023,A
Lasne,House,699000€,5,298,2500,1,,1,1,75,1,2500,4,,To be done up,1968,D
Sorinnes,Country-cottage,445000€,5,210,1993,1,,1,1,,,,4,,As new,1900,D
Blegny-barchon,House,347000€,3,146,378,,0,,1,,,,2,0,Good,,A
Molenbeek-saint-jean,Apartment-block,410000€,5,200,,,,,,,,,2,,To renovate,,F
Balen,House,349000€,4,270,430,1,,,1,60,1,150,2,,Just renovated,1986,A
Denderleeuw,House,375000€,3,330,648,1,,,1,,,,2,,Good,1985,C
Gent,House,449000€,3,165,199,0,,,1,20,1,150,3,,As new,1950,C
Uccle,Mansion,950000€,5,328,198,1,,1,1,18,1,88,2,,Good,1895,E
Roeselare,House,175000€,3,172,130,,,,,,,,2,,To be done up,1899,F
Willebroek,House,375000€,3,130,1047,0,,,1,7,,,4,,To renovate,1964,F
Sint-kwintens-lennik,House,549000€,4,306,3850,0,,,1,,,,4,,Good,1954,D
Antwerpen,Apartment-block,925000€,8,440,154,0,0,,1,10,,,2,0,To renovate,,B
Holsbeek,House,545000€,4,200,460,0,0,,1,22,1,200,4,0,Just renovated,,B
Watermael-boitsfort,House,1495000€,5,326,300,0,0,,1,,1,60,3,0,Good,,E
Anderlecht,Apartment-block,280000€,6,,175,,,,,,,,,,,,Not specified
Lasne,House,975000€,5,452,7243,1,0,,1,71,1,7043,3,0,Good,1987,E
Rixensart,House,370000€,3,143,,1,,1,1,25,,,2,,Good,,C
Beringen,House,389180€,3,160,533,,0,,1,,,,3,0,Good,2024,Not specified
Antwerpen,Town-house,359000€,3,,319,0,,,,,1,247,2,,To renovate,1951,C
Linter,House,329000€,2,270,853,,0,,1,80,1,650,2,0,As new,1930,B
Woluwe-saint-pierre,House,1030000€,5,350,237,0,0,,1,24,,,2,0,Good,1956,E
Oostrozebeke,House,199000€,3,,710,0,,,,,,,4,,To renovate,,F
Knokke-heist,House,1395000€,5,240,370,,,,1,,,,3,,As new,2010,B
Gosselies,House,195000€,3,131,415,0,,,1,,1,312,2,,Good,,E
Liedekerke,Villa,325000€,3,145,329,0,1,,1,16,,,4,1,Good,1972,F
Nieuwerkerken,House,485000€,3,207,2440,0,,,1,,,,3,,To be done up,1958,F
Herzele,House,465000€,3,180,678,,,1,1,10,1,500,4,,Good,,D
Brecht,House,749000€,3,565,1491,0,,,,,,,4,,As new,2015,Not specified
Lokeren,Bungalow,399000€,3,122,994,,0,,1,,,,4,0,To be done up,1977,E
Aarschot,House,230000€,2,122,1335,,,,,,,,3,,To renovate,1954,F
Sint-truiden,House,289000€,2,198,638,,,,,,1,440,3,,Good,1958,C
Anderlecht,House,225000€ + 725€ per month,4,215,270,1,,,,,,,2,,As new,,F
Macon,House,100000€,2,79,122,,,,1,19,1,69,3,,Just renovated,,C
Tessenderlo,Villa,480000€,3,180,525,,0,,,,,,4,0,Good,2024,Not specified
Walcourt,Villa,380000€,3,230,1000,0,,1,1,60,1,600,4,,Good,2006,B
Bierbeek,House,630000€,4,183,3780,1,,,,,,,,,As new,1997,C
Erembodegem,House,419000€,4,160,1516,,,,,,,,,,To be done up,1951,F
Ham-sur-heure-nalinnes,House,401000€,3,,1008,,,,1,1,1,1,4,,,,A
Temse,House,395000€,2,160,2089,1,,,1,,,,3,,To be done up,1980,C
Diksmuide,House,269000€,2,100,,1,,,,,,,4,,Just renovated,1930,B
Vilvoorde,House,329000€,3,115,187,0,,,1,10,1,76,2,,To renovate,1950,E
Ingelmunster,House,394735€,3,180,297,1,,,1,,,,3,,,2023,Not specified
Engis,House,205000€,3,101,160,1,0,,1,4,1,70,3,0,Just renovated,,F
Liege,House,179500€,2,103,93,1,0,,1,40,,,2,0,Good,1949,D
Braine-lalleud,House,485000€,4,285,414,,0,,1,,,,4,0,,,C
Tintigny,House,325000€,3,124,370,1,0,,1,22,1,370,2,0,Good,2024,A
Koekelberg,Apartment-block,875000€,7,376,277,0,0,,1,24,1,176,2,0,Good,1907,D
Lennik,Bungalow,482000€,3,253,2020,1,0,,1,,,,4,0,To renovate,1973,F
Houdemont,House,250000€,5,321,380,1,,,1,,,,3,,To be done up,,E
Linter,Villa,995000€,,,8241,,,,,,,,4,,Good,1957,E
Duffel,House,155000€,2,90,135,1,,,,,,,3,,To renovate,1850,F
Tongeren,Mansion,449000€,3,205,260,0,,,1,47,1,147,2,,Just renovated,1899,A
Tessenderlo,House,529000€,4,293,2016,1,,,,,,,4,,Good,1984,D
Heule,House,269000€,2,122,40,,,,,,,,2,,As new,1948,C
Woluwe-saint-pierre,House,795000€,4,150,275,1,0,,1,20,1,80,3,0,As new,1953,E
Willaupuis,House,449500€,4,,1265,1,,,1,30,,,4,,,2024,A
Brasschaat,Villa,824000€,3,280,1645,0,0,,1,,,,4,0,As new,1969,C
Halle,House,310000€,3,158,,,,,1,,,,2,,As new,,C
Heist-op-den-berg,House,525000€,4,197,400,,,,,,,,3,,,2010,A
Berlare,Villa,519000€,3,203,622,,,,1,60,1,450,4,,Just renovated,,B
Schaerbeek,House,395000€,5,306,155,0,0,,1,9,1,38,2,0,Good,1900,G
Vilvoorde,House,370000€,2,105,130,0,0,,1,,,,2,0,,2006,C
Knokke-heist,House,945000€,4,158,166,0,,,,,,,2,,Just renovated,1950,B
Ans,House,850000€,4,710,,0,,,1,20,,,2,,As new,2018,A
Baarle-hertog,House,669000€,4,496,1156,0,0,,1,,,,4,0,,2004,B
Baudour,House,320000€,5,200,1600,1,,1,1,34,1,1300,4,,Good,,D
Kuurne,House,675000€,2,332,518,,,,1,,,,4,,As new,2012,B
Roosdaal,House,375000€,3,204,1181,1,0,,1,,,,4,0,To renovate,1938,F
Kapellen,House,269000€,2,130,278,,0,,1,17,,,3,0,,1931,F
Uccle,House,2650000€,6,435,1700,0,0,,1,,1,1700,4,0,Just renovated,1940,D
Lierde,House,245000€,3,137,750,1,,,,,,,,,Good,1960,D
Beringen,House,427547€,3,209,547,0,0,,,,,,3,0,Good,2023,Not specified
Colfontaine,House,149000€,4,,267,1,0,,1,19,1,200,2,0,To be done up,1930,F
Uccle,House,2300000€,6,660,2000,0,0,,1,150,,,4,0,To be done up,1935,E
Turnhout,House,195000€,4,,1313,,,,,,,,3,,To renovate,,F
Lesve-profondeville,House,295000€,3,108,815,0,0,,,,,,4,0,Good,1954,E
Uccle,House,1495000€,5,413,822,0,0,,1,38,1,600,4,0,To be done up,1982,F
Zelzate,House,240000€,2,137,302,1,,,,,,,,,Good,1936,F
Balen,House,449000€,3,224,475,0,,,1,,,,3,,Good,2012,B
Liege,Mansion,249000€,3,124,290,0,0,,1,,,,3,0,Good,2022,Not specified
Anderlecht,House,325000€,2,120,,,,,1,,1,75,2,,To be done up,,Not specified
Genk,House,210000€,4,183,550,,,,,,1,394,2,,To renovate,1950,F
Geel,Villa,935000€,3,367,1502,,0,,1,,,,4,0,As new,2010,B
Bievre,House,339000€,5,279,2760,1,0,,1,65,1,2760,4,0,Good,1989,C
Opglabbeek,House,475000€,3,232,265,,,,,,,,,,Good,1956,C
Ingelmunster,House,295000€,4,194,123,,,,1,,,,,,Just renovated,,A
Montigny-le-tilleul,Villa,368000€,3,225,2050,1,0,,1,10,1,1900,4,0,,,D
Seraing,House,245000€,3,125,210,0,0,,1,40,1,60,2,0,Just renovated,1949,C
Antwerpen,House,1695000€,4,559,345,0,,,1,150,,,3,,As new,,A
Berchem,House,695000€,4,295,70,,,,1,15,,,3,,As new,1904,C
Belgrade,House,392000€,3,158,463,,,,1,1,1,1,3,,As new,2024,B
Pelt,Villa,985000€,4,368,4370,,,,,,,,4,,As new,1979,C
Uccle,Mansion,995000€,6,325,325,0,0,,1,40,1,190,2,0,Good,1918,E
Oostende,House,269000€,3,181,111,,,,,,,,2,,As new,,C
Woluwe-saint-lambert,House,865000€,4,253,180,0,0,,1,,1,50,2,0,As new,1928,G
Fleurus,House,249000€,4,190,409,0,,,1,,,,,,Just renovated,,B
Merelbeke,House,379000€,3,175,564,0,0,,1,,1,412,3,0,Good,1957,D
Cambron-saint-vincent-lens,Mixed-use-building,380000€,3,195,942,1,,,1,,,,4,,Good,,B
Arlon,House,325000€,3,151,749,0,,,,,,,3,,Good,,D
Sambreville,House,249000€,3,,564,,,,1,45,1,564,4,,To be done up,1958,G
Lembeek,House,225000€,3,94,220,,,,,,,,2,,,1918,F
Peer,House,329500€,4,235,1560,,,,1,,,,4,,Good,,F
Mechelen,House,419000€,3,141,1057,0,,,,,1,730,3,,To renovate,1957,D
Souvret,House,265000€,3,180,380,1,,,1,20,1,200,3,,Good,1900,D
Diksmuide,House,235000€,5,269,260,1,,,,,,,,,Good,1930,E
Veltem-beisem,House,348000€,3,134,857,,,,1,10,,,,,To renovate,1967,F
Kortrijk,House,235000€,3,160,220,1,,,1,,1,75,2,,To be done up,1918,C
Zonhoven,House,475722€,3,193,818,,,,,,,,4,,,,Not specified
Rupelmonde,House,229000€,3,121,126,0,,,,,1,65,2,,,2023,Not specified
Ixelles,House,2300000€,3,600,120,0,0,1,,,1,120,2,0,As new,,Not specified
Marcinelle,House,99999€,3,160,210,0,0,,1,18,1,90,2,0,To be done up,1830,E
Bocholt,House,340000€,3,151,1820,1,,,1,,,,3,,To renovate,1960,F
Woluwe-saint-pierre,House,900000€,5,225,122,1,0,,1,15,,,3,0,Good,1952,G
Nivelles,House,380000€,4,180,162,1,,,1,8,1,60,2,,To be done up,1953,E
Courcelles,House,279900€,3,174,299,1,0,,,,1,150,3,0,Good,,C
Kapellen-2950,House,520000€,3,164,155,1,,,,,1,155,,,Good,1932,B
Roeselare,House,1750000€,,1550,2904,,,,,,,,4,,As new,,C
Florenville-muno,House,99000€,3,145,500,1,0,,,,1,500,3,0,To be done up,,F
Molenbeek-saint-jean,Mixed-use-building,429000€,5,213,,0,0,1,1,,,,2,0,Good,,F
Koksijde,House,975000€,9,412,429,0,0,,1,,1,168,3,0,As new,1960,C
Ingelmunster,House,385000€,3,202,967,,,1,1,20,1,780,4,,To be done up,1973,D
Montigny-le-tilleul,Villa,329999€,3,119,217,1,0,,1,54,1,217,4,0,Just renovated,1995,D
Dinant,House,179000€,4,191,1014,1,0,,1,,,,3,0,To be done up,1970,E
Herent,Villa,499000€,3,200,773,,0,,1,41,,,4,0,,1964,F
Ixelles,House,3485000€,4,539,,0,0,,,,1,500,2,0,Just renovated,,D
Sint-niklaas,House,219000€,3,130,70,1,,,1,10,,,1,,As new,1947,D
Zedelgem,Bungalow,350000€,4,186,769,,,,1,13,,,4,,Good,1973,F
Pont-a-celles,House,469000€,4,177,1889,1,0,,1,30,1,1400,4,0,Good,1988,D
Neufchateau,House,314900€,3,133,858,,0,,1,9,1,735,3,0,Good,2024,A
Damme,Villa,2500000€,5,339,7429,,,1,,,,,4,,As new,1850,B
Zoersel,House,399000€,3,178,372,,0,,1,,,,3,0,Good,1981,D
La-louviere-houdeng-aimeries,Mixed-use-building,259000€,3,288,179,0,0,,1,,,,3,0,Good,1850,B
Grandmetz,Villa,690000€,4,350,5893,0,0,,1,,1,5600,4,0,As new,2006,B
Knokke-zoute,House,5495000€,6,540,1134,0,,,,,1,1122,4,,Just renovated,2018,B
Antwerpen,House,3795000€,5,925,515,0,,,,,1,200,2,,Good,1899,Not specified
Seraing,House,209000€,3,123,180,1,,,1,17,1,77,2,,Just renovated,,C
Liege,House,450000€,5,215,180,1,0,,1,10,1,85,2,0,Good,,D
Saint-gilles,House,1195000€,4,403,170,0,0,,1,20,1,70,2,0,As new,1910,E
Schaerbeek,Other-property,1000000€,49,,,,,,,,,,,,,,Not specified
Gent,House,1200000€,5,262,129,,,,,,1,28,2,,,,F
Jette,Apartment-block,949000€,7,288,200,0,0,,1,14,1,50,2,0,,2024,A
Roeselare,House,300000€,3,146,183,1,,,1,19,1,85,,,Good,2022,Not specified
Uccle,Apartment-block,775000€,4,370,104,,,,,,,,3,,Just renovated,,D
Bornem,House,437500€,3,168,540,0,0,,1,,,,3,0,Good,2022,Not specified
Waterloo,House,1800000€,4,315,2800,1,,1,,,1,1,4,,As new,1987,B
Gent,House,265000€,4,165,91,,,,,,,,2,,To renovate,1899,D
Zedelgem,House,498000€,5,184,993,,,,,,,,4,,Good,1986,D
Ham-sur-heure,Villa,318000€,5,267,1610,1,0,,1,30,1,1400,4,0,,,D
Puurs-sint-amands,House,365000€,3,295,406,1,,,1,,,,2,,,1981,B
Ans,House,169000€,3,180,550,1,0,,1,60,1,550,4,0,Good,1945,F
Chatelineau,House,149900€,2,113,400,,,1,1,20,1,200,3,,To be done up,,G
Etterbeek,House,599000€,4,238,296,,0,,1,40,1,200,2,0,To renovate,,F
Knokke-heist,Town-house,765000€,4,197,70,1,0,,1,,,,2,0,Good,1988,B
Noiseux,House,60000€,2,30,315,0,,,,,1,315,4,,To renovate,,Not specified
Brakel,House,428000€,3,197,1928,0,,1,1,40,1,1600,3,,Good,2011,B
Assenede,House,275000€,3,131,110,1,,,,,,,,,Good,,C
Hasselt,House,249000€,2,137,108,,,,,,,,2,,,1919,D
Diepenbeek,House,435000€,3,176,570,,,,1,21,1,450,4,,As new,1992,C
Overijse,House,1795000€,7,484,5500,1,0,,1,,1,5500,4,0,To be done up,1970,C
Wingene,House,289000€,3,136,524,,,,,,1,210,4,,To be done up,1971,E
Aalst,Manor-house,1495000€,3,280,22417,0,,,1,120,1,22377,3,,Good,,B
Gent,House,269000€,3,124,53,0,,,1,,,,2,,Good,1899,C
Stoumont,House,215000€,4,259,803,,,,,,1,400,3,,To be done up,,F
Stekene,House,398000€,3,190,910,1,,,,,,,4,,Good,1986,D
Maarkedal,Farmhouse,389000€,3,248,1775,,,,1,,,,4,,To renovate,,F
Laeken-bruxelles,House,585000€,5,210,130,,1,,1,25,1,80,2,1,,1935,D
Beringen,Villa,620000€,3,407,921,0,,,1,,,,4,,,2021,Not specified
Anderlecht,House,499500€,3,242,370,1,0,1,1,7,,,3,0,To renovate,1969,G
Breendonk,House,446900€,3,189,253,1,,,,,,,3,,,2023,Not specified
Walcourt,Exceptional-property,595000€,4,400,2000,0,,1,1,180,1,2000,8,,As new,2004,C
Marcinelle,House,290000€,4,203,130,,0,,1,60,,,2,0,Just renovated,,C
Kraainem,Villa,835000€,5,250,258,1,0,,1,50,1,180,4,0,To be done up,1972,E
Boussu-hornu,House,199500€,4,119,1225,,0,,1,30,1,1050,3,0,Good,1995,F
Seraing,House,345000€,3,241,318,0,,,1,54,1,130,3,,Just renovated,,B
Aspelare,House,319000€,3,136,1650,,,,,,,,4,,To renovate,,F
Schaerbeek,House,627000€,5,190,130,0,,1,1,20,,,2,,As new,1918,G
Dampremy,House,79999€,4,167,100,0,0,,,,,,2,0,To renovate,1920,G
Etterbeek,House,695000€,4,252,152,,,,,,1,60,2,,,1911,E
Tremelo,House,269000€,3,160,730,,0,,1,,,,4,0,To renovate,1965,F
Beaufays,House,490000€,3,254,522,1,,,1,11,1,305,4,,Good,1950,G
Edingen,Villa,460000€,5,248,1076,1,,,1,70,,,4,,,2014,B
Frameries,House,175000€,2,166,520,,,,1,,,,3,,,,D
Harelbeke,House,414000€,4,180,1091,,,,,,,,3,,,,Not specified
Uccle,Apartment-block,1250000€,7,360,,0,,,1,10,1,100,2,,To restore,1950,G
Bruxelles,Mixed-use-building,900000€,10,590,200,0,0,,1,8,,,2,0,To renovate,1900,G
Lier,House,297500€,2,130,435,0,0,,1,15,1,120,3,0,To be done up,1950,D
Dour,House,50000€,1,104,115,,,,,,1,60,2,,To renovate,,F
Laeken,Town-house,479000€,5,250,279,1,0,1,1,20,1,120,2,0,,1949,G
Schaerbeek,House,480000€,3,210,150,0,0,,1,,1,70,2,0,To be done up,1901,G
Sprimont,House,349000€,4,242,358,,0,,1,80,1,147,2,0,Good,,F
Brasschaat,Villa,1825000€,8,518,9127,0,0,1,1,,,,4,0,To renovate,1924,E
Gembloux,House,590000€,4,276,2589,,,1,1,45,1,2589,,,Just renovated,,C
Leuven,House,600000€,2,120,63,,,,,,,,,,To renovate,1900,F
Ronse,Mixed-use-building,269500€,4,408,612,0,0,,1,25,1,250,2,0,Good,1874,F
Geel,House,200000€,2,190,789,,,,,,,,4,,,1970,E
Menen-rekkem,Mixed-use-building,299000€,3,257,597,1,0,,1,,1,290,2,0,Good,,D
Tubize-clabecq,House,269000€,2,110,261,,0,,1,,,,2,0,Good,1952,C
Manhay,Mixed-use-building,795000€,9,660,19800,1,1,1,1,462,1,19800,4,1,Just renovated,1940,C
Soignies,House,329000€,3,164,2703,,0,,,,,,4,0,,,F
Rotselaar,Villa,540000€,3,185,2150,0,0,,1,30,1,1500,4,0,Good,,D
Flemalle-grande,House,249000€,2,220,267,0,,,1,16,,,2,,To restore,1952,F
Mechelen,House,785000€,4,230,202,0,0,,1,25,1,106,2,0,As new,1920,B
Les-bons-villers,House,345000€,3,160,1200,0,,,,,,,3,,Just renovated,,C
Bruxelles,House,569000€,5,219,,1,,,1,9,1,120,2,,As new,2010,C
Kraainem,House,595000€,3,130,560,0,0,,1,25,1,450,4,0,To renovate,1951,E
Vremde,House,387499€,3,150,150,,,,1,20,1,91,3,,,2024,Not specified
Kampenhout,House,720000€,4,286,2309,0,0,,1,,1,2309,4,0,,1936,C
Overijse,Villa,725000€,4,298,,0,,1,,,,,4,,,1970,D
Burcht,House,449000€,3,152,111,1,,,1,5,1,37,2,,,2023,A
Geluwe,House,199000€,3,334,290,,,,,,,,,,To be done up,,F
Chatelineau,House,119999€,2,126,183,1,0,,1,16,1,120,3,0,Good,1897,G
Ixelles,House,616000€,,,,,,,,,,,1,,Good,,F
Wemmel,House,740000€,,274,342,,,,,,,,3,,As new,1964,C
Hasselt,House,299000€,,162,103,,,,,,,,4,,To be done up,1946,D
Bruxelles,House,1490000€,5,540,268,0,,1,1,5,1,120,2,,Good,1753,E
Tremelo,House,399000€,3,154,656,,0,,1,,,,3,0,Good,2023,A
Elzele,House,550000€,4,240,4098,,,,,,,,4,,Good,2022,Not specified
Lomprez,House,239000€,3,186,1630,0,,,,,,,4,,To renovate,1910,F
Sint-truiden,House,265000€,3,148,125,,,,1,45,1,53,2,,Good,1918,B
Antwerpen,House,275000€,4,180,104,,,,1,20,,,2,,To renovate,,E
Walsbets,House,149000€,2,132,500,0,0,,1,48,1,390,3,0,To renovate,,F
Elouges,House,45000€,3,121,180,,,,1,,,,3,,To restore,,G
Ronse,House,210000€,2,120,170,1,,,1,,,,2,,Good,,C
Heist-op-den-berg-itegem,House,1385000€,4,388,1007,0,0,,1,100,,,4,0,As new,2004,B
Auderghem,House,560000€,3,120,100,0,0,,1,,1,40,2,0,Good,1927,E
Uccle,House,495000€,4,160,130,1,0,,1,45,,,2,0,To renovate,1933,G
Kalmthout,House,510000€,4,169,250,,0,,1,,,,2,0,Good,,Not specified
Ixelles,Mansion,3950000€,5,530,213,0,0,,1,,,,2,0,As new,1920,D
Sint-amandsberg,House,529000€,3,141,506,1,,,,,1,431,3,,Good,2001,B
Roosdaal,Mixed-use-building,899000€,4,210,2940,1,0,,1,,,,4,0,Good,1900,C
Ninove,House,360000€,4,234,777,0,0,,1,,,,4,0,To be done up,1971,F
Gent,House,315000€,2,115,143,1,,,1,20,,,2,,As new,1932,B
Court-saint-etienne,Town-house,295000€,3,133,291,0,,,,,,,4,,To renovate,1960,F
Harelbeke,House,315000€,3,143,225,,,,,,1,128,2,,As new,1992,D
Luingne,House,219000€,3,100,351,0,0,,1,28,1,160,3,0,Good,1971,F
Lier-koningshooikt,House,395000€,3,160,905,1,,,1,,,,4,,To be done up,1963,F
Loppem,House,395000€,3,,729,,,,,,,,4,,,,B
Antwerpen,House,665000€,3,250,202,0,0,,1,,1,70,2,0,As new,1949,B
Eghezee,House,385000€,3,127,590,0,0,,1,,,,2,0,Good,2024,Not specified
Schoten,Villa,899000€,3,310,1990,0,0,1,1,,1,1990,4,0,,1991,C
Munkzwalm,Villa,745000€,4,205,15881,,0,,1,,,,4,0,Good,1948,D
Mol,Villa,523500€,4,241,748,1,,,,,,,3,,,2023,Not specified
Evergem,House,475000€,3,160,959,,,,,,,,4,,As new,2003,C
Nazareth,House,395000€,3,246,804,0,,,1,,,,3,,To be done up,1956,D
Ronse,House,229000€,3,196,776,0,0,,1,12,1,385,4,0,To renovate,1965,E
Gingelom,House,259000€,4,214,358,1,,,,,,,3,,Good,,F
Rhode-saint-genese,House,2495000€,5,900,5000,0,0,,1,,1,4100,4,0,To renovate,1977,D
Marcinelle,House,229999€,3,188,188,0,0,,,,,,2,0,Good,1900,G
Brasschaat,House,770000€,4,254,427,1,,,,,,,,,,,Not specified
Begijnendijk,Country-cottage,625000€,4,377,2200,0,,1,1,120,1,1900,4,,Good,,C
Gistel,House,299000€,3,171,605,,,,,,,,3,,To be done up,1975,F
Mechelen-leest,House,575000€,3,387,305,1,0,,1,,,,2,0,,1990,C
Emelgem,House,245000€,2,133,205,,,,,,1,56,3,,As new,,C
Braine-le-comte,Exceptional-property,1300000€,5,420,2500,1,,1,1,35,1,2500,4,,Good,1930,B
Liedekerke,House,495000€,4,240,851,0,0,,1,20,1,500,4,0,To renovate,1977,F
Watervliet,Bungalow,329000€,3,162,910,,,,,,,,4,,Good,1973,E
Vosselaar,House,379000€,3,194,879,,,,1,,,,4,,As new,1974,D
Uccle,Apartment-block,950000€,1,700,,,0,,,,,,4,0,,1930,Not specified
Namur,Mansion,585000€,8,350,166,,,,1,10,1,166,2,,Good,1920,D
Uccle,House,695000€,4,,,1,,,1,62,1,130,3,,Good,,G
Oostkamp,House,409000€,3,,622,,,,,,,,,,Good,,C
Bruxelles,House,561000€,4,156,,0,,,,,1,103,3,,,2023,Not specified
Wenduine,House,279000€,5,144,160,,,,,,1,87,4,,To renovate,1962,F
Wavre,House,349000€,3,120,682,,,,1,30,1,553,4,,To renovate,1978,G
Ans,House,240000€,4,,433,1,0,,1,40,1,380,2,0,Good,,D
Heist-op-den-berg,House,378000€,4,249,599,0,,,,,,,3,,,1982,D
Eksaarde,House,175000€,2,100,181,,,,,,,,4,,To renovate,1962,F
Mechelen,Mansion,1125000€,5,334,1265,1,0,,1,50,1,1065,4,0,As new,1910,C
Laeken-bruxelles,Mixed-use-building,625000€,4,240,175,,0,,1,25,1,35,2,0,,1918,D
Braine-le-chateau,House,575000€,3,195,3385,,0,,1,,,,4,0,Good,1900,D
Saint-gilles,House,450000€,1,105,105,,0,,,,1,80,2,0,,1931,Not specified
Wegnez,House,285000€,4,228,207,,0,,1,9,1,126,2,0,To renovate,,C
Molenstede,Villa,875000€,4,333,10972,,,,,,,,4,,Good,1932,F
Tellin-resteigne,House,310000€,5,240,1588,0,,,,,1,1588,3,,To renovate,1860,F
Heusden-zolder,House,395000€,3,252,1293,1,,,1,,,,4,,Good,1975,C
De-haan,House,329000€,3,153,312,1,,,,,,,,,Good,1945,C
Overijse,House,975000€,7,370,1243,0,,,1,20,1,948,4,,Good,1983,B
La-louviere,House,79999€,2,99,65,,0,,1,,,,2,0,To renovate,1900,F
Namur,House,220000€,3,100,68,1,0,,1,10,,,4,0,Good,1950,F
Schaerbeek,House,245000€,4,170,45,1,,,,,,,2,,To renovate,,G
Nazareth,House,420000€,3,195,1242,,0,,1,,,,4,0,To renovate,1958,E
Mons,House,190000€,5,115,75,0,0,,,,,,3,0,Good,,F
Seraing,House,149900€,2,75,110,0,0,,,,1,45,3,0,To renovate,1939,G
Antwerpen,House,249000€,3,135,,0,,,1,5,,,2,,Good,,E
Celles-7760,Mansion,449000€,4,355,2100,1,,,,,,,,,Good,,E
Aalter,Country-cottage,1295000€,4,961,28427,1,0,,1,,,,4,0,Good,,D
Kapelle-op-den-bos,House,348000€,4,203,160,0,,,,,,,2,,,2023,A
Tessenderlo,Villa,989000€,5,457,1000,,,,,,,,4,,Good,2013,A
Momignies,House,80000€,3,101,230,1,0,,1,18,,,2,0,,,B
Lembeek,House,210000€,3,120,90,,,,,,,,2,,To restore,,F
Lede,House,179000€,3,98,103,1,,,1,,,,2,,To renovate,1953,F
Neufchateau,House,289000€,3,158,1814,0,,,,,1,1100,4,,To be done up,,D
Forrieres,Mixed-use-building,229000€,,406,649,1,,,1,25,,,4,,To be done up,,E
Saint-leger-meixle-tige,House,180000€,4,140,550,0,0,,1,20,1,450,2,0,To renovate,1850,F
Gullegem,Villa,495000€,3,,720,,,,,,,,4,,As new,1958,B
Tielt,Exceptional-property,725000€,4,336,591,1,,1,1,1,1,1,4,,As new,2010,B
Courcelles,House,149900€,2,120,182,0,0,,1,20,,,2,0,To be done up,1899,G
Brugge,House,485000€,3,115,98,,,,1,,,,2,,Just renovated,,B
Mont-de-lenclus,Mixed-use-building,237250€,1,90,90,1,,,1,20,,,,,Good,2022,Not specified
Ninove,House,189000€,3,123,476,0,0,,1,,,,2,0,To renovate,1936,F
Grivegnee,House,215000€,5,141,233,0,,,1,20,1,120,2,,To be done up,1899,E
Sint-stevens-woluwe,House,649000€,3,,344,1,,1,1,11,1,187,2,,Good,2002,B
Knokke-heist,House,5035000€,6,404,561,0,,,,,,,4,,Good,2020,A
Assent,Villa,585000€,5,250,1482,,,,,,,,4,,Good,1984,B
Erquelinnes,House,390000€,4,200,2576,0,,,1,,,,4,,To be done up,,F
Oud-heverlee,House,395000€,3,121,228,1,,,1,,,,2,,Just renovated,1977,B
Sint-katelijne-waver,House,585000€,4,235,2397,1,,,1,,,,3,,Good,1930,D
Rhode-saint-genese,Villa,1125000€,5,445,864,0,0,,1,87,1,380,4,0,Good,1950,D
Watermael-boitsfort,House,595000€,3,105,130,1,0,,,,1,40,3,0,,1928,G
Seraing-jemeppe,House,97500€,2,96,70,,0,,,,,,2,0,,1940,E
Vivegnis,House,210000€,3,188,285,1,,,1,32,1,75,2,,To be done up,1950,F
Uccle,House,660000€,3,150,350,1,0,,1,,,,2,0,,,E
Rochefort-jemelle,House,165000€,2,75,426,1,0,,1,29,,,2,0,Just renovated,,C
Courcelles,House,235000€,3,154,330,1,0,,1,20,1,200,3,0,Good,1960,C
Dilbeek,House,499000€,2,120,530,,0,,,,,,4,0,,2002,B
Grace-hollogne,Mixed-use-building,220000€,5,255,297,0,0,,1,45,1,60,2,0,To renovate,1950,G
Machelen,House,287500€,3,140,612,,0,,1,,,,3,0,Good,1979,E
Geraardsbergen,House,649000€,5,303,3118,0,0,,1,60,1,1900,4,0,,1986,B
Bouillon,House,329000€,3,150,597,0,0,,1,60,1,500,3,0,Good,2023,A++
Woluwe-saint-lambert,House,445000€,3,152,,0,0,,1,12,,,2,0,To be done up,1948,G
Waremme,House,235000€,3,180,280,1,,,1,7,1,147,2,,Good,,E
Laeken,Apartment-block,765000€,6,300,185,1,0,,1,15,1,40,2,0,Good,1937,D
La-louviere,House,129999€,2,104,120,0,0,,1,,,,2,0,To be done up,1900,D
Frasnes-lez-buissenal,Mixed-use-building,485000€,3,320,208,1,,,,,,,2,,Good,,B
Uccle,Villa,2900000€,6,450,1574,0,0,,1,100,1,1000,4,0,As new,1965,G
Saint-gilles,House,675000€,3,254,80,0,1,,1,,,,2,1,As new,1896,E
Rotselaar,House,385000€,4,175,842,1,,,,,1,630,,,Good,,F
